TripID,dist2cent,walkingtime
0,187.5,168.75
1,0.0,0.0
2,306.66666666666674,276.00000000000006
3,172.0,154.79999999999998
4,243.33333333333326,218.99999999999991
5,209.0,188.1
6,129.0,116.1
7,213.0,191.7
8,106.0,95.39999999999999
9,262.5,236.25
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,90.66666666666674,81.60000000000007
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,87.0,78.3
21,63.0,56.699999999999996
22,273.0,245.7
23,308.5,277.65
24,206.5,185.85
25,276.5,248.85
26,247.33333333333326,222.5999999999999
27,0.0,0.0
28,29.0,26.099999999999998
29,159.5,143.54999999999998
30,273.66666666666674,246.30000000000007
31,0.0,0.0
32,0.0,0.0
33,100.33333333333331,90.29999999999998
34,162.5,146.25
35,200.66666666666669,180.60000000000002
36,63.5,57.15
37,134.5,121.05
38,0.0,0.0
39,0.0,0.0
40,18.5,16.65
41,132.5,119.25
42,31.0,27.9
43,18.5,16.65
44,0.0,0.0
45,122.0,109.8
46,0.0,0.0
47,0.0,0.0
48,185.33333333333326,166.79999999999993
49,276.66666666666674,249.00000000000006
50,0.0,0.0
51,135.5,121.94999999999999
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,167.5,150.75
56,0.0,0.0
57,162.5,146.25
58,0.0,0.0
59,132.5,119.25
60,213.0,191.7
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,27.0,24.299999999999997
67,63.0,56.699999999999996
68,262.5,236.25
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,100.33333333333331,90.29999999999998
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,238.5,214.64999999999998
78,78.5,70.64999999999999
79,70.0,63.0
80,129.0,116.1
81,0.0,0.0
82,224.5,202.04999999999998
83,221.0,198.89999999999998
84,229.0,206.1
85,312.0,280.8
86,0.0,0.0
87,0.0,0.0
88,251.5,226.35
89,18.5,16.65
90,195.5,175.95
91,31.0,27.9
92,18.5,16.65
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,179.33333333333326,161.39999999999992
97,70.0,63.0
98,0.0,0.0
99,247.33333333333326,222.5999999999999
