genT,arivT,TT,taxiT,diff
2.0,6.0,4.0,1.636,2.364
18.0,56.0,38.0,1.4693333333333334,36.53066666666667
19.0,56.0,37.0,2.0773333333333333,34.922666666666665
22.0,56.0,34.0,1.2146666666666666,32.785333333333334
26.0,56.0,30.0,0.9466666666666667,29.053333333333335
9.0,57.266333333333336,48.266333333333336,3.056,45.21033333333334
13.0,57.266333333333336,44.266333333333336,2.476,41.790333333333336
22.0,57.266333333333336,35.266333333333336,1.6253333333333333,33.641000000000005
35.0,57.266333333333336,22.266333333333336,1.1906666666666668,21.07566666666667
27.0,59.0,32.0,2.212,29.788
44.0,59.0,15.0,3.544,11.456
56.0,59.0,3.0,2.7386666666666666,0.2613333333333334
12.0,34.0,22.0,4.282666666666667,17.717333333333332
10.0,51.0,41.0,1.816,39.184
27.0,51.0,24.0,3.0613333333333332,20.938666666666666
33.0,51.0,18.0,3.296,14.704
9.0,51.89033333333333,42.89033333333333,1.164,41.72633333333333
31.0,51.89033333333333,20.89033333333333,5.190666666666667,15.699666666666664
34.0,51.89033333333333,17.89033333333333,3.772,14.11833333333333
58.0,51.89033333333333,-6.109666666666669,0.7853333333333333,-6.895000000000002
3.0,58.0,55.0,3.4133333333333336,51.586666666666666
21.0,58.0,37.0,2.7466666666666666,34.25333333333333
3.0,32.0,29.0,4.54,24.46
41.0,43.0,2.0,2.4093333333333335,-0.40933333333333355
24.0,49.0,25.0,4.105333333333333,20.894666666666666
19.0,50.0,31.0,2.3853333333333335,28.614666666666665
47.0,50.0,3.0,5.024,-2.024
25.0,62.38688888888889,37.38688888888889,2.552,34.83488888888889
34.0,62.38688888888889,28.38688888888889,1.5946666666666667,26.792222222222225
43.0,62.38688888888889,19.38688888888889,1.9053333333333333,17.481555555555556
44.0,62.38688888888889,18.38688888888889,1.04,17.34688888888889
54.0,62.38688888888889,8.38688888888889,2.28,6.106888888888891
50.0,62.38688888888889,12.38688888888889,1.356,11.03088888888889
