# of veh,demand,served %,TotalIVT,avgIVT,TotalvehTransDistRatio,EffTransDistRatio,avgoccupancy,Distance,DrivingT,ComputationT
4.0,50.0,90.0,494.44897558402397,10.98775501297831,0.9935809725380372,0.012470562097637647,3.375,139326.2483751849,207.9349978335798,11.861496477586229
4.0,60.0,88.33333333333333,584.3054582544333,11.024631287819497,0.994784580474962,0.030825420751574767,4.676470588235294,150120.0105733726,225.99334743116344,16.139436783574148
4.0,70.0,81.42857142857143,811.5291518736184,14.237353541642428,0.9932031574386625,0.02561224746952547,5.135135135135135,166796.38128352416,250.39517504469885,20.62245162956615
4.0,80.0,80.0,905.0347639106544,14.141168186103975,0.9855819580838727,0.022430812559524078,5.2521008403361344,167211.5567227844,253.44874229704584,25.228005287247317
4.0,90.0,68.88888888888889,877.6080025719499,14.154967783418547,0.9912757668520821,0.014155726324679603,5.591304347826087,165638.34652148295,250.35112869531062,29.115765912728563
4.0,100.0,63.0,880.582573226645,13.977501162327698,0.9906319423900117,0.0047936098856664715,4.658333333333333,166409.37685236076,252.37916913648098,43.19974206607125
4.0,110.0,61.81818181818181,1157.9303803657367,17.02838794655495,0.9888008153937186,0.02207303441177413,7.008064516129032,164956.97954337043,251.94263939116053,44.589392680513214
4.0,120.0,55.833333333333336,911.0662586276507,13.598003860114188,0.9993245574513625,0.029359750992531252,4.976190476190476,166542.65113917057,254.22353485222743,50.47073482440838
4.0,130.0,47.69230769230769,714.1125268932927,11.517943982149882,0.9973669242047751,0.027583008568778027,4.338983050847458,163564.18030325172,248.08557373766897,56.227268861418544
4.0,140.0,50.71428571428571,979.5245172260607,13.796119960930431,0.987999862114255,0.010487036403095458,5.661417322834645,163872.93793969182,251.49725058625575,60.99386738475535
4.0,150.0,44.666666666666664,849.2915693624772,12.675993572574287,0.9904520275251197,0.00974191929812157,4.317073170731708,164301.2843721565,250.73504582954195,66.84254282804017
