# of veh,demand,served %,TotalIVT,avgIVT,TotalvehTransDistRatio,EffTransDistRatio,avgoccupancy,Distance,DrivingT,ComputationT
4.0,50.0,80.0,396.8905849461872,9.92226462365468,0.9923592067855039,0.04260130541781907,2.282051282051282,117047.9280601156,175.73057074682083,4.36163030854507
4.0,60.0,76.66666666666667,418.30898272486917,9.093673537497155,0.9935631233708655,0.027544358768587296,2.4318181818181817,121633.34476530965,184.5111263537462,5.266949100715689
4.0,70.0,67.14285714285714,691.6503504941053,14.7159649041299,0.9412596107422775,0.023631616249808973,3.8461538461538463,126918.39448731767,192.2245259830902,6.32242366870907
4.0,80.0,66.25,703.2354750096871,13.268593868107304,0.9466789630605752,0.015316144172609555,3.7731958762886597,130209.2439620509,198.61232528273453,7.068943850446109
4.0,90.0,54.44444444444444,667.2278789493489,13.616895488762223,0.9033199324440175,0.020539347913053493,3.932584269662921,121772.08804555573,185.36278406074098,8.548206309596376
4.0,100.0,57.99999999999999,806.9882230419137,13.913590052446787,0.9893026915237262,0.01705029993359109,3.809090909090909,145731.2961155417,222.30839482072227,11.424928227637217
4.0,110.0,49.09090909090909,778.4527021587909,14.41579078071835,0.9844828175424699,0.03357814273966824,4.552083333333333,119054.06610104594,183.7387548013946,12.776486369864397
4.0,120.0,45.0,668.0609314001379,12.371498729632183,0.99905646714598,0.016332660117622844,3.85,119222.12593128461,184.6295012417128,14.213829730042619
4.0,130.0,39.23076923076923,505.5032899437221,9.911829214582786,0.9965314671196861,0.019817861575229193,2.78125,124166.87371385159,190.0558316184688,15.63754082128689
4.0,140.0,42.142857142857146,771.7646025534816,13.08075597548274,0.9600141607321192,0.007427120356379867,4.475728155339806,119388.99634800725,186.18532846400967,18.773240293557706
4.0,150.0,38.666666666666664,648.2362893490084,11.176487747396697,0.9881984232510943,0.008540976342030318,3.257142857142857,132926.65667901334,204.40220890535113,25.425869168788857
