TripID,dist2cent,walkingtime
0,187.5,168.75
1,0.0,0.0
2,247.25,222.52499999999998
3,249.5,224.54999999999998
4,302.75,272.47499999999997
5,209.0,188.1
6,112.5,101.25
7,233.0,209.7
8,395.5,355.95
9,288.5,259.65
10,202.0,181.79999999999998
11,589.8000000000002,530.8200000000002
12,579.0,521.1
13,387.0,348.3
14,43.40000000000009,39.06000000000008
15,491.5999999999999,442.4399999999999
16,309.33333333333326,278.3999999999999
17,423.0,380.7
18,484.5,436.04999999999995
19,449.0,404.09999999999997
20,148.0,133.2
21,214.5,193.04999999999998
22,540.0,486.0
23,308.5,277.65
24,231.0,207.89999999999998
25,252.0,226.79999999999998
26,247.33333333333326,222.5999999999999
27,70.66666666666669,63.600000000000016
28,586.1999999999998,527.5799999999998
29,475.0,427.5
30,273.66666666666674,246.30000000000007
31,160.0,144.0
32,369.5,332.55
33,100.33333333333331,90.29999999999998
34,391.0,351.9
35,200.66666666666669,180.60000000000002
36,63.5,57.15
37,569.0,512.1
38,501.0,450.9
39,528.3333333333333,475.4999999999999
40,336.5,302.84999999999997
41,163.0,146.7
42,49.19999999999982,44.27999999999984
43,299.5,269.55
44,0.0,0.0
45,142.80000000000018,128.52000000000015
46,98.5,88.64999999999999
47,0.0,0.0
48,185.33333333333326,166.79999999999993
49,229.4000000000001,206.46000000000006
50,621.0,558.9
51,135.5,121.94999999999999
52,578.25,520.425
53,608.0,547.1999999999999
54,457.0,411.29999999999995
55,273.0,245.7
56,0.0,0.0
57,334.0,300.59999999999997
58,416.3333333333333,374.7
59,302.0,271.8
60,193.0,173.7
61,600.6666666666667,540.6
62,203.0,182.7
63,334.0,300.59999999999997
64,281.66666666666674,253.50000000000006
65,159.5,143.54999999999998
66,642.1999999999998,577.9799999999998
67,88.5,79.64999999999999
68,257.5,231.75
69,1.5,1.3499999999999999
70,0.0,0.0
71,611.0,549.9
72,100.33333333333331,90.29999999999998
73,479.4000000000001,431.46000000000004
74,220.0,198.0
75,0.0,0.0
76,131.0,117.89999999999999
77,238.5,214.64999999999998
78,43.66666666666674,39.30000000000007
79,213.80000000000018,192.42000000000016
80,370.5,333.45
81,119.5,107.55
82,346.66666666666674,312.00000000000006
83,234.0,210.6
84,229.0,206.1
85,251.0,225.89999999999998
86,440.0,396.0
87,137.0,123.3
88,524.0,471.59999999999997
89,247.19999999999982,222.47999999999982
90,195.5,175.95
91,12.800000000000182,11.520000000000163
92,284.1999999999998,255.77999999999983
93,155.0,139.5
94,0.0,0.0
95,452.0,406.79999999999995
96,311.4000000000001,280.26000000000005
97,73.80000000000018,66.42000000000016
98,644.3333333333333,579.8999999999999
99,306.75,276.075
